name,score,episodes,episode_group,type
Blood-C: Special Edition,6.86,2.0,2-6,Special
Papa Love: Papa to Icha Ero Shitai Musume-tachi to Hitotsu Yane no Shita de,7.03,2.0,2-6,OVA
Starless: 21st Century Nymphomaniacs,6.66,4.0,2-6,OVA
Girls & Panzer,7.64,12.0,7-13,TV
"Hanayaka Nari, Waga Ichizoku: Kinetograph",6.58,2.0,2-6,OVA
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,6.69,12.0,7-13,TV
Lovely Series,4.88,2.0,2-6,OVA
Fruits Version,5.29,2.0,2-6,OVA
Tonari no Kaibutsu-kun,7.69,13.0,7-13,TV
Busou Shinki,6.36,12.0,7-13,TV
Chitose Get You!!,6.34,26.0,14-26,TV
Vividred Operation,6.52,12.0,7-13,TV
Sukitte Ii na yo.,7.66,13.0,7-13,TV
Tanken Driland,6.51,37.0,27-52,TV
Btooom!,7.56,12.0,7-13,TV
Yama no Susume,6.83,12.0,7-13,TV
Vocaloid China Project Senden Animation,6.06,5.0,2-6,Music
Tenshi na Konamaiki Specials,6.28,13.0,7-13,Special
Shoujo x Shoujo x Shoujo The Animation,6.99,2.0,2-6,OVA
Chihayafuru 2,8.47,25.0,14-26,TV
K,7.66,13.0,7-13,TV
Minami-ke Tadaima,7.75,13.0,7-13,TV
Magi: The Labyrinth of Magic,8.2,25.0,14-26,TV
Sasami-san@Ganbaranai,6.71,12.0,7-13,TV
Medaka Box Abnormal,7.55,12.0,7-13,TV
Love 2 Quad,6.89,3.0,2-6,OVA
Koutetsu no Majo Annerose,6.93,4.0,2-6,OVA
Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,5.29,12.0,7-13,TV
Rinne no Lagrange Specials,6.26,6.0,2-6,Special
Chikyuu SOS Sore Ike Kororin,5.39,26.0,14-26,TV
Dangerous Jiisan Ja,5.85,2.0,2-6,OVA
Hiiro no Kakera Dai Ni Shou,7.35,13.0,7-13,TV
Tantei Opera Milky Holmes: Alternative,6.55,2.0,2-6,Special
Hayate no Gotoku! Can't Take My Eyes Off You,7.09,12.0,7-13,TV
Hump Bang,6.51,2.0,2-6,OVA
Kindan no Byoutou The Animation,6.64,2.0,2-6,OVA
Yurumates 3D Plus,6.46,13.0,7-13,TV
Kamisama Hajimemashita,8.13,13.0,7-13,TV
JoJo no Kimyou na Bouken (TV),8.39,26.0,14-26,TV
Chuunibyou demo Koi ga Shitai!,7.87,12.0,7-13,TV
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,7.25,13.0,7-13,TV
Bishoujo Senshi Sailor Moon Crystal,7.03,26.0,14-26,ONA
Hori-san to Miyamura-kun,7.41,4.0,2-6,OVA
Ixion Saga DT,7.31,25.0,14-26,TV
GJ-bu,7.42,12.0,7-13,TV
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8.1,13.0,7-13,TV
D.C.III: Da Capo III,6.68,13.0,7-13,TV
Fate/kaleid liner Prisma☆Illya,7.22,10.0,7-13,TV
Maoyuu Maou Yuusha,7.42,12.0,7-13,TV
Battle Spirits: Sword Eyes,6.89,29.0,27-52,TV
RDG: Red Data Girl,6.65,12.0,7-13,TV
AKB0048: Next Stage,7.76,13.0,7-13,TV
Shakugan no Shana: Friagne to Marianne no Naze Nani Shana! Nandemo Shitsumonbako! 2,6.62,8.0,7-13,Special
Boku wa Tomodachi ga Sukunai Next,7.56,12.0,7-13,TV
Chousoku Henkei Gyrozetter,6.55,51.0,27-52,TV
Harem Time The Animation,7.31,2.0,2-6,OVA
JK to Ero Giin Sensei,6.71,2.0,2-6,OVA
Kyou no Asuka Show,6.77,20.0,14-26,ONA
Haitai Nanafa,6.08,13.0,7-13,TV
Litchi DE Hikari Club,5.29,8.0,7-13,TV
Love Live! School Idol Project,7.59,13.0,7-13,TV
Initial D Fifth Stage,8.14,14.0,14-26,TV
Robin-kun to 100 nin no Otomodachi Season 2,5.36,13.0,7-13,TV
Amnesia,6.31,12.0,7-13,TV
Tropical Kiss,7.24,3.0,2-6,OVA
Cuticle Tantei Inaba,7.39,12.0,7-13,TV
Spy Penguin,4.89,5.0,2-6,OVA
Kami nomi zo Shiru Sekai: Tenri-hen,7.8,2.0,2-6,OVA
Senran Kagura,6.44,12.0,7-13,TV
Teekyuu,6.68,12.0,7-13,TV
Aoi Sekai no Chuushin de,5.93,3.0,2-6,Special
Hetalia: The Beautiful World,7.82,20.0,14-26,ONA
Nazotoki-hime wa Meitantei♥,5.43,6.0,2-6,OVA
Hentai Ouji to Warawanai Neko.,7.37,12.0,7-13,TV
Hyakujitsu no Bara: Jinginaki Nikukyuu-hen,6.98,2.0,2-6,Special
Wooser no Sono Higurashi,6.3,12.0,7-13,TV
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,7.76,10.0,7-13,TV
Kyousou Giga (2012),7.21,5.0,2-6,ONA
Hyakka Ryouran: Samurai Bride,6.86,12.0,7-13,TV
Kotoura-san,7.35,12.0,7-13,TV
Kremlin,5.22,5.0,2-6,ONA
Magical Suite Prism Nana,6.75,7.0,7-13,OVA
Gintama': Enchousen,9.05,13.0,7-13,TV
High School DxD New,7.74,12.0,7-13,TV
Hey Yo Yorang,6.18,26.0,14-26,TV
Kuroko no Basket NG-shuu,7.78,9.0,7-13,Special
Yu☆Gi☆Oh! Zexal Second,6.99,73.0,53-100,TV
Shining Hearts: Shiawase no Pan Specials,6.08,6.0,2-6,Special
Yakimochi Caprice,5.14,2.0,2-6,Special
Tsugou no Yoi Sexfriend?,7.55,4.0,2-6,OVA
Namanaka Hyaku Percent!: Katamusubi no Shinpa,6.86,3.0,2-6,OVA
Oshiri Kajiri Mushi (TV),5.25,20.0,14-26,TV
Cross Fight B-Daman eS,6.56,52.0,27-52,TV
Maken-Ki! Two,6.34,10.0,7-13,TV
Shinkai Densetsu Meremanoid,6.0,24.0,14-26,TV
Date A Live,7.44,12.0,7-13,TV
Brothers Conflict,6.48,12.0,7-13,TV
Cardfight!! Vanguard: Link Joker-hen,7.35,59.0,53-100,TV
Hakkenden: Touhou Hakken Ibun,7.53,13.0,7-13,TV
Jinrui wa Suitai Shimashita Specials,7.27,6.0,2-6,Special
Code:Breaker OVA,6.85,3.0,2-6,OVA
Puchimas!: Petit iDOLM@STER,7.2,64.0,53-100,ONA
Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,7.37,25.0,14-26,TV
Yuke! Shouei-kun,4.36,6.0,2-6,ONA
Chuunibyou demo Koi ga Shitai! Lite,7.3,6.0,2-6,ONA
Haiyore! Nyaruko-san W,7.38,12.0,7-13,TV
Bakuman.: Deraman.,7.3,2.0,2-6,Special
Nagareboshi Lens Specials,6.3,3.0,2-6,Special
Hagure Yuusha no Aesthetica: Hajirai Ippai,6.71,6.0,2-6,Special
Tamayura: More Aggressive,7.55,12.0,7-13,TV
Chiisana Ojisan,5.87,30.0,27-52,TV
Senyuu.,7.43,13.0,7-13,TV
Shining Hearts: Shiawase no Pan - Kokoro ga Todoita Picture Drama,5.96,6.0,2-6,Special
Saint☆Oniisan,7.59,2.0,2-6,OVA
Backstage Idol Story,5.45,8.0,7-13,TV
Senki Zesshou Symphogear G,7.51,13.0,7-13,TV
Beast Saga,5.85,38.0,27-52,TV
Hataraku Maou-sama!,7.95,13.0,7-13,TV
Girls & Panzer Specials,7.21,6.0,2-6,Special
Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen,7.13,2.0,2-6,OVA
Hitou Meguri Kakure Yu: Mao-hen,6.42,2.0,2-6,OVA
Tsun Tsun Maid wa Ero Ero Desu,7.15,2.0,2-6,OVA
Koiito Kinenbi The Animation,7.63,2.0,2-6,OVA
Chikan no Licence,6.3,2.0,2-6,OVA
Ginga Kikoutai Majestic Prince,7.41,24.0,14-26,TV
Tamagotchi! Yume Kira Dream,6.21,49.0,27-52,TV
Zettai Junshu☆Kyousei Kozukuri Kyokashou!!,6.79,2.0,2-6,OVA
Shin Kyojin no Hoshi,6.35,52.0,27-52,TV
Chuunibyou demo Koi ga Shitai!: Depth of Field - Ai to Nikushimi Gekijou,6.78,7.0,7-13,Special
Oniichan dakedo Ai sae Areba Kankeinai yo ne! Specials,6.35,6.0,2-6,Special
Fantasista Doll,6.21,12.0,7-13,TV
Zekkyou Gakkyuu,5.41,3.0,2-6,Special
Crash!,5.56,3.0,2-6,Special
Hiyokoi (2012),6.81,3.0,2-6,ONA
Picchipichi Shizuku-chan,6.05,52.0,27-52,TV
Qin Shi Ming Yue: Wanli Changcheng,7.32,37.0,27-52,TV
Yuyushiki,7.43,12.0,7-13,TV
Happy☆Lucky Bikkuriman,6.68,46.0,27-52,TV
Magical Hat,5.66,33.0,27-52,TV
Nurarihyon no Mago OVA,7.82,2.0,2-6,OVA
Shakotan★Boogie,6.66,4.0,2-6,OVA
Eureka Seven AO: Aratanari Fukaki Ao,6.17,10.0,7-13,ONA
Saki Achiga-hen: Episode of Side-A Specials,7.61,4.0,2-6,Special
Kokoro Connect: Michi Random,8.11,4.0,2-6,Special
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,7.63,12.0,7-13,TV
Kamisama no Inai Nichiyoubi,7.45,12.0,7-13,TV
Tokyo Ravens,7.7,24.0,14-26,TV
Miracle Psychicer Seizan,6.73,5.0,2-6,OVA
Kuro to Kin no Akanai Kagi.,5.77,2.0,2-6,OVA
Greek Roman Sinhwa: Olympus Guardian,6.37,39.0,27-52,TV
Karneval,7.28,13.0,7-13,TV
Toaru Kagaku no Railgun S,8.11,24.0,14-26,TV
Ro-Kyu-Bu! SS,7.22,12.0,7-13,TV
Nagi no Asu kara,8.22,26.0,14-26,TV
Mouryou no Nie,6.27,2.0,2-6,OVA
Sword Art Online: Sword Art Offline,6.35,9.0,7-13,Special
Saki Zenkoku-hen,7.47,13.0,7-13,TV
Machine Robo: Butchigiri Battle Hackers,6.27,31.0,27-52,TV
Choujigen Game Neptune The Animation,7.12,12.0,7-13,TV
Choboraunyopomi Gekijou Ai Mai Mii,5.87,13.0,7-13,TV
Girls & Panzer: Shoukai Shimasu!,6.62,2.0,2-6,Special
Aku no Hana,7.18,13.0,7-13,TV
Bakumatsu Gijinden Roman,6.17,12.0,7-13,TV
"Yondemasu yo, Azazel-san. Z",7.64,13.0,7-13,TV
Efficus: Kono Omoi o Kimi ni...,5.43,2.0,2-6,OVA
Inferious Wakusei Senshi Gaiden Condition Green,5.5,6.0,2-6,OVA
Chikkun Takkun,5.47,23.0,14-26,TV
Ishida to Asakura,5.98,12.0,7-13,TV
Usavich V,6.48,13.0,7-13,TV
Love Lab,7.43,13.0,7-13,TV
Dansai Bunri no Crime Edge,6.8,13.0,7-13,TV
Vanquished Queens,6.16,4.0,2-6,OVA
Dog Days'',7.11,12.0,7-13,TV
Komachi to Dangorou,5.12,4.0,2-6,ONA
Norakuro-kun,6.59,50.0,27-52,TV
Photokano,6.31,13.0,7-13,TV
"Boku no Imouto wa ""Osaka Okan""",5.85,12.0,7-13,TV
Tamako Market,7.38,12.0,7-13,TV
Dokidoki! Precure,6.87,49.0,27-52,TV
Surf Side High-School,5.57,20.0,14-26,TV
Perrine Monogatari Specials,6.31,2.0,2-6,Special
One Piece: Glorious Island,7.3,2.0,2-6,Special
Soushisouai Note The Animation,7.3,2.0,2-6,OVA
Shin Kyojin no Hoshi II,6.31,23.0,14-26,TV
Shingeki no Kyojin,8.48,25.0,14-26,TV
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu Specials,6.13,5.0,2-6,Special
Shin Shounan Bakusouzoku Arakure Knight,5.56,2.0,2-6,OVA
Devil Survivor 2 The Animation,7.0,13.0,7-13,TV
Arata Kangatari,6.6,12.0,7-13,TV
Suisei no Gargantia,7.58,13.0,7-13,TV
Ranpou,6.22,21.0,14-26,TV
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,7.45,13.0,7-13,TV
Kotoura-san: Haruka no Heya,6.13,6.0,2-6,ONA
Ane Koi: Suki Kirai Daisuki.,7.02,2.0,2-6,OVA
Hanamaru Youchien: Panda Neko Taisou,6.3,8.0,7-13,Special
Kakumeiki Valvrave,7.25,12.0,7-13,TV
Jigoku Youchien,4.57,12.0,7-13,ONA
Kami nomi zo Shiru Sekai: Megami-hen,8.2,12.0,7-13,TV
SKET Dance: SD Character Flash Anime,6.67,16.0,14-26,ONA
gdgd Fairies 2,7.05,12.0,7-13,TV
Kiniro Mosaic,7.34,12.0,7-13,TV
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,7.21,12.0,7-13,TV
Inferno Cop,7.33,13.0,7-13,ONA
Sengoku Bushou Retsuden Bakufuu Douji Hissatsuman,5.5,3.0,2-6,OVA
Makai Ouji: Devils and Realist,7.16,12.0,7-13,TV
Kuroko no Basket 2nd Season,8.46,25.0,14-26,TV
Namiuchigiwa no Muromi-san,7.02,13.0,7-13,TV
Chu Shite Agechau: Oshikake Oneesan no Seikou Chiryou,7.02,2.0,2-6,OVA
Gin no Saji,8.15,11.0,7-13,TV
Nyuuin Bokki Monogatari: Odaijini!,6.0,2.0,2-6,OVA
Hayate no Gotoku! Cuties,7.12,12.0,7-13,TV
Koukai Benjo The Animation,6.2,2.0,2-6,OVA
Monogatari Series: Second Season,8.77,26.0,14-26,TV
Soukyuu no Fafner: Dead Aggressor - Exodus,7.44,13.0,7-13,TV
Aiura,6.76,12.0,7-13,TV
Agigongryong Doolie (2009),5.58,26.0,14-26,TV
Dallyeola Hani,6.67,13.0,7-13,TV
Lolling Seutajeu,5.15,26.0,14-26,TV
Wala! Pyeon-uijeom The Animation,5.62,24.0,14-26,TV
Pokemon Best Wishes! Season 2: Episode N,6.9,14.0,14-26,TV
Chokkyuu Hyoudai Robot Anime: Straight Title,5.89,12.0,7-13,TV
Gakkatsu! 2nd Season,6.52,25.0,14-26,TV
Akai Koudan Zillion Specials,6.23,3.0,2-6,Special
Toki no Daichi: Hana no Oukoku no Majo,5.5,3.0,2-6,OVA
Shouwa Ahozoushi Akanuke Ichiban!,6.79,22.0,14-26,TV
Peeping Life: World History,6.01,40.0,27-52,ONA
Machine-Doll wa Kizutsukanai,7.3,12.0,7-13,TV
Pretty Rhythm: Rainbow Live,7.7,51.0,27-52,TV
Wanna. SpartanSex Spermax!!!,6.88,2.0,2-6,OVA
Log Horizon,8.08,25.0,14-26,TV
Futari wa Milky Holmes,5.84,12.0,7-13,TV
Hetalia: The Beautiful World Specials,7.82,4.0,2-6,Special
Jinzou Konchuu Kabutoborg VxV,6.51,52.0,27-52,TV
Cosmic Break,6.11,4.0,2-6,ONA
Shin Pro Golfer Saru,6.63,10.0,7-13,TV
Senran Kagura Specials,6.5,6.0,2-6,Special
Tenpou Suikoden Neo,4.88,5.0,2-6,TV
Natsuyasumi.,5.95,3.0,2-6,ONA
Kingdom 2nd Season,8.48,39.0,27-52,TV
Senyuu. Specials,7.13,4.0,2-6,Special
Cyclops Shoujo Saipuu,5.95,12.0,7-13,ONA
Sukitte Ii na yo.: Mei and Marshmallow,6.79,10.0,7-13,Special
Dog Days' Specials,6.87,13.0,7-13,Special
Pink Lady Monogatari: Eikou no Tenshi-tachi,5.7,33.0,27-52,TV
Chingou Muchabee,5.93,26.0,14-26,TV
Yanase Takashi Märchen Gekijou,6.0,30.0,27-52,OVA
Tantei Shounen Kageman,6.67,39.0,27-52,TV
Garden,6.68,2.0,2-6,OVA
Jewelpet Happiness,6.85,52.0,27-52,TV
Abe George Kattobi Seishun Ki: Shibuya Honky Tonk,5.62,4.0,2-6,OVA
Mushibugyou,7.43,26.0,14-26,TV
Diabolik Lovers,5.68,12.0,7-13,TV
Ryou Seibai!: Gakuen Bishoujo Seisai Hiroku,7.0,2.0,2-6,OVA
Mesu Nochi Torare,6.11,2.0,2-6,OVA
Kotowari: Kimi no Kokoro no Koboreta Kakera,6.67,2.0,2-6,OVA
Non Non Biyori,8.0,12.0,7-13,TV
Konpora Kid,6.0,26.0,14-26,TV
Poka Poka Mori no Rascal,5.38,52.0,27-52,TV
Kyoufu Shinbun,5.05,2.0,2-6,OVA
Souya Monogatari,6.18,21.0,14-26,TV
Omakase Scrappers,6.76,39.0,27-52,TV
Miyakawa-ke no Kuufuku,6.56,10.0,7-13,ONA
Udauda Yatteru Hima wa Nee!,6.38,2.0,2-6,OVA
Genei wo Kakeru Taiyou,6.48,13.0,7-13,TV
Kunimatsu-sama no Otoridai,6.6,46.0,27-52,TV
Zettai Bouei Leviathan,6.37,13.0,7-13,TV
Bemubemu Hunter Kotengu Tenmaru,5.34,19.0,14-26,TV
Neon The Animation,5.42,6.0,2-6,ONA
Danchi Tomoo,6.16,78.0,53-100,TV
DD Hokuto no Ken (2013),6.57,13.0,7-13,TV
Glass no Kamen Desu ga,5.44,3.0,2-6,TV
Haitai Nanafa 2nd Season,6.1,13.0,7-13,TV
Grisaia no Kajitsu,7.67,13.0,7-13,TV
Ketsuekigata-kun!,6.69,12.0,7-13,TV
Dibetagurashi: Ahiru no Seikatsu,5.97,39.0,27-52,TV
Kimi no Iru Machi,7.09,12.0,7-13,TV
Kakushi Dere,7.05,3.0,2-6,OVA
Furyou ni Hamerarete Jusei Suru Kyonyuu Okaasan The Animation,6.39,2.0,2-6,OVA
Kuruneko: Kurunekobin,6.4,4.0,2-6,Special
Kuruneko: Nyaalock Holmes no Bouken,6.41,4.0,2-6,Special
"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",6.39,12.0,7-13,TV
Stella Jogakuin Koutou-ka C³-bu,6.57,13.0,7-13,TV
Daitoshokan no Hitsujikai,7.04,12.0,7-13,TV
Inu to Hasami wa Tsukaiyou,6.66,12.0,7-13,TV
Inferno Cop: Fact Files,5.46,12.0,7-13,ONA
Sparrow's Hotel,5.53,12.0,7-13,TV
Nuki Doki! Tenshi to Akuma no Sakusei Battle,7.03,2.0,2-6,OVA
Pokemon Best Wishes! Season 2: Decolora Adventure,6.48,20.0,14-26,TV
Papa no Iukoto wo Kikinasai! OVA,7.44,2.0,2-6,OVA
Tamako Market Specials,6.31,6.0,2-6,Special
Cheonbangjichuk Hani,6.47,13.0,7-13,TV
Golden Time,7.88,24.0,14-26,TV
Otokogi,6.83,3.0,2-6,OVA
Uchouten Kazoku,7.94,13.0,7-13,TV
Danball Senki Wars,7.28,37.0,27-52,TV
Houkago no Pleiades (TV),6.78,12.0,7-13,TV
Pyuu to Fuku! Jaguar,6.77,3.0,2-6,OVA
Tanken Driland: 1000-nen no Mahou,6.07,51.0,27-52,TV
Freezing Vibration,6.99,12.0,7-13,TV
Forza! Hidemaru,6.17,26.0,14-26,TV
Rozen Maiden (2013),7.41,13.0,7-13,TV
Hakkenden: Touhou Hakken Ibun 2nd Season,7.76,13.0,7-13,TV
Nourin,6.92,12.0,7-13,TV
Inazuma Eleven Go: Galaxy,6.92,43.0,27-52,TV
Recorder to Randoseru Mi☆,6.76,12.0,7-13,TV
Magi: The Kingdom of Magic,8.42,25.0,14-26,TV
Servant x Service,7.76,13.0,7-13,TV
Teekyuu 2,6.83,12.0,7-13,TV
Ikeike! Momon-chan,5.45,15.0,14-26,TV
Train Heroes,5.91,26.0,14-26,TV
Tonari no Seki-kun,7.66,21.0,14-26,TV
Saimin Jutsu Zero,6.41,2.0,2-6,OVA
Kyoukai no Kanata,7.86,12.0,7-13,TV
Line Town,6.4,50.0,27-52,TV
Yowamushi Pedal,8.09,38.0,27-52,TV
Boku wa Ou-sama (TV),5.82,12.0,7-13,TV
Little Busters!: Refrain,8.31,13.0,7-13,TV
World Fool News (TV),6.02,12.0,7-13,TV
Bakujuu Gasshin Ziguru Hazeru,4.26,6.0,2-6,TV
Gatchaman Crowds,7.4,12.0,7-13,TV
Vanquished Queens Specials,5.61,4.0,2-6,Special
Himitsukessha Taka no Tsume MAX,6.13,38.0,27-52,TV
White Album 2,7.86,13.0,7-13,TV
IS: Infinite Stratos 2,6.77,12.0,7-13,TV
Strike the Blood,7.33,24.0,14-26,TV
Kakumeiki Valvrave 2nd Season,7.37,12.0,7-13,TV
Girls & Panzer: Fushou Akiyama Yukari no Sensha Kouza,7.04,6.0,2-6,Special
Hadakya no Otonosama,4.83,2.0,2-6,ONA
Heisei Policemen!!,5.89,6.0,2-6,ONA
Mini Van,7.15,37.0,27-52,TV
Shingeki no Kyojin OVA,7.88,3.0,2-6,OVA
Gingitsune,7.21,12.0,7-13,TV
Puchitto Gargantia,6.34,13.0,7-13,ONA
Ikeike! Momon-chan Specials,5.32,3.0,2-6,Special
Spheres,6.94,26.0,14-26,TV
Genshiken Nidaime,7.51,13.0,7-13,TV
Odoriko Clinoppe,5.38,26.0,14-26,TV
Kitakubu Katsudou Kiroku,6.82,12.0,7-13,TV
Yozakura Quartet: Hana no Uta,7.56,13.0,7-13,TV
Yozakura Quartet: Tsuki ni Naku,7.58,3.0,2-6,OVA
Free!,7.56,12.0,7-13,TV
Senyuu. 2,7.55,13.0,7-13,TV
Rin x Sen + Ran -> Sem: Cross Mix,7.12,2.0,2-6,OVA
High School Agent,5.77,2.0,2-6,OVA
Taiman Blues: Ladies-hen - Mayumi,5.42,2.0,2-6,OVA
Taiman Blues: Shimizu Naoto-hen,5.31,3.0,2-6,OVA
Noobow,5.9,26.0,14-26,TV
Noobow: Na Kokoro,6.11,52.0,27-52,ONA
Kangetsu Ittou: Akuryou Kiri,5.25,2.0,2-6,OVA
Naniwa Kinyuu Den: Minami no Teiou,5.45,2.0,2-6,OVA
Rinne no Lagrange Season 2 Specials,6.38,6.0,2-6,Special
JK to Orc Heidan: Aku Buta Oni ni Ryougyaku Sareta Seijo Gakuen,6.47,2.0,2-6,OVA
Koikishi Purely☆Kiss The Animation,7.34,2.0,2-6,OVA
Chuunibyou demo Koi ga Shitai! Ren,7.6,12.0,7-13,TV
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,7.02,12.0,7-13,TV
Kill la Kill,8.18,24.0,14-26,TV
Shibai Taroka,5.91,2.0,2-6,OVA
Diamond no Ace,8.19,75.0,53-100,TV
Joshikousei no Koshitsuki,7.32,6.0,2-6,OVA
Tenioha!: Onnanoko datte Honto wa Ecchi da yo?,7.18,2.0,2-6,OVA
Toriko no Chigiri,6.3,2.0,2-6,OVA
Donyatsu,6.14,12.0,7-13,Movie
BlazBlue: Alter Memory,6.23,12.0,7-13,TV
Gifuu Doudou!!: Kanetsugu to Keiji,6.52,25.0,14-26,TV
Kuwagata Tsumami,5.86,84.0,53-100,ONA
Puchimas!: Petit iDOLM@STER - Takatsuki Gold Densetsu Special!! Haruka-san Matsuri,6.61,6.0,2-6,Special
Alice Tantei Kyoku,5.09,56.0,53-100,TV
Ninja Hattori-kun (2012),6.49,52.0,27-52,TV
Aoki Hagane no Arpeggio: Ars Nova,7.49,12.0,7-13,TV
Nisekoi,7.79,20.0,14-26,TV
The Midnight★Animal,4.83,12.0,7-13,ONA
Yuuto-kun ga Iku,3.89,26.0,14-26,TV
"Wake Up, Girls!",7.04,12.0,7-13,TV
Yuyushiki: Nyanyashiki,6.31,6.0,2-6,Special
Imouto Paradise! 2,7.22,2.0,2-6,OVA
Judo-bu Monogatari,5.77,2.0,2-6,OVA
Future Card Buddyfight,7.07,64.0,53-100,TV
Shin Hitou Meguri,6.41,2.0,2-6,OVA
Fate/kaleid liner Prisma☆Illya Specials,6.87,5.0,2-6,Special
Love Live! School Idol Project 2nd Season,7.96,13.0,7-13,TV
Toaru Hikuushi e no Koiuta,7.24,13.0,7-13,TV
Doctor Chichibuyama,5.88,2.0,2-6,TV
Turning Girls,6.08,7.0,7-13,ONA
Walkure Romanze,6.51,12.0,7-13,TV
Date A Live II,7.43,10.0,7-13,TV
Fate/Zero Cafe,5.93,2.0,2-6,Movie
Go! Go! Kadendanshi,5.0,78.0,53-100,ONA
Sanjougattai Transformers Go!,5.31,10.0,7-13,OVA
Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo - The TV,5.4,10.0,7-13,TV
Suisei no Gargantia Specials,7.23,2.0,2-6,Special
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",7.42,10.0,7-13,TV
Hyakka Ryouran: Samurai Bride Specials,6.68,6.0,2-6,Special
Meganebu!,6.36,12.0,7-13,TV
Gintama x Mameshiba,6.86,6.0,2-6,Special
Pokemon XY,7.41,93.0,53-100,TV
Nyuru Nyuru!! Kakusen-kun,5.8,25.0,14-26,TV
Turuturutu Narongi,6.42,52.0,27-52,TV
Pupa,3.67,12.0,7-13,TV
Gundam Build Fighters,7.9,25.0,14-26,TV
Kwaegeol Longman Narongi,6.25,52.0,27-52,TV
Momoya x Peeping Life: Go en Desu yo!,5.49,4.0,2-6,ONA
Nijiiro☆Prism Girl,6.31,4.0,2-6,OVA
Gin no Saji 2nd Season,8.33,11.0,7-13,TV
Samurai Flamenco,6.95,22.0,14-26,TV
Galilei Donna,6.47,11.0,7-13,TV
Outbreak Company,7.46,12.0,7-13,TV
Yami Shibai,7.16,13.0,7-13,TV
Shingeki no Kyojin Picture Drama,6.71,9.0,7-13,Special
Zettai Bouei Leviathan: Mini Takibi Gekijou,5.96,13.0,7-13,Special
Akuma no Riddle,6.76,12.0,7-13,TV
Arata Kangatari Picture Drama,5.92,6.0,2-6,Special
Green Saver,5.65,26.0,14-26,TV
Revbahaf Wang-gug Jaegeon-soelgi,6.13,26.0,14-26,TV
Hakusai Anime,5.25,3.0,2-6,ONA
Giga Tribe,5.28,39.0,27-52,TV
Toki-iro Kaima,5.7,4.0,2-6,OVA
Kentoushi,5.31,3.0,2-6,OVA
Junjou Shoujo Et Cetera,6.76,2.0,2-6,OVA
Kobayashi ga Kawai sugite Tsurai!!,6.33,2.0,2-6,OVA
Kobo-chan,6.55,63.0,53-100,TV
Zecchou Rocket,6.23,2.0,2-6,OVA
Tayu Tayu,7.09,4.0,2-6,OVA
Hontou ni Atta,5.87,2.0,2-6,OVA
Hajime no Ippo: Rising,8.65,25.0,14-26,TV
Free!: FrFr - Short Movie,7.74,7.0,7-13,Special
Kanojo ga Flag wo Oraretara,6.57,13.0,7-13,TV
Clover 4/3,5.55,24.0,14-26,ONA
Toaru Kagaku no Railgun S: Motto Marutto Railgun,7.11,2.0,2-6,Special
Kyousou Giga (TV),7.87,10.0,7-13,TV
Dakaretai Onna,5.01,2.0,2-6,OVA
Oshiri Kajiri Mushi (TV) 2nd Season,5.42,32.0,27-52,TV
Mahou Sensou,6.16,12.0,7-13,TV
Sidonia no Kishi,7.78,12.0,7-13,TV
Robot Girls Z,6.5,3.0,2-6,Special
Waanabi.jk,4.92,2.0,2-6,Special
No Game No Life,8.38,12.0,7-13,TV
Namakemono ga Miteta,6.0,2.0,2-6,OVA
Saikyou Ginga Ultimate Zero: Battle Spirits,6.7,49.0,27-52,TV
Ore wa Chokkaku,6.87,36.0,27-52,TV
Super Seisyun Brothers,6.9,14.0,14-26,TV
Tamagotchi! Miracle Friends,6.36,29.0,27-52,TV
Ore no Imouto ga Konnani Kawaii Wake ga Nai.: SD Chara ni Yoru Short Movie,6.83,13.0,7-13,Special
Nobunagun,6.77,13.0,7-13,TV
Gaist Crusher,5.92,51.0,27-52,TV
Marude Dameo,6.64,47.0,27-52,TV
Battle Spirits: Sword Eyes Gekitouden,7.04,21.0,14-26,TV
Genshiken Nidaime Specials,6.91,4.0,2-6,Special
Fujiko F. Fujio: Sukoshi Fushigi Tanpen Theater,6.67,11.0,7-13,OVA
Tesagure! Bukatsumono,6.79,12.0,7-13,TV
KY-kei JC Kuuki-chan,5.55,6.0,2-6,ONA
Zoku Natsume Yuujinchou: 3D Nyanko-sensei Gekijou,5.28,5.0,2-6,Special
Ikkyuu-san (1978),7.3,26.0,14-26,TV
